,state_code_year,month,WET_DRY_SPELL,PRECIPITATION,TEMPERATURE,CLIMAT,STATE_YEAR_MONTH
3777,IL-2001,4,-1.24,2.84,57.6,continental humide ete sec,IL-2001-4
4953,IL-2001,5,-0.03,4.35,64.8,continental humide ete sec,IL-2001-5
6129,IL-2001,6,0.02,3.81,69.8,continental humide ete sec,IL-2001-6
7305,IL-2001,7,0.12,3.78,75.9,continental humide ete sec,IL-2001-7
8481,IL-2001,8,0.37,4.07,74.6,continental humide ete sec,IL-2001-8
9657,IL-2001,9,0.49,3.37,64.4,continental humide ete sec,IL-2001-9
10833,IL-2001,10,1.82,6.08,53.8,continental humide ete sec,IL-2001-10
12009,IL-2001,11,1.81,2.62,49.9,continental humide ete sec,IL-2001-11
13185,IL-2001,12,1.91,2.6,35.8,continental humide ete sec,IL-2001-12
250,IL-2002,1,1.9,2.22,33.6,continental humide ete sec,IL-2002-1
1426,IL-2002,2,1.74,1.83,34.6,continental humide ete sec,IL-2002-2
2602,IL-2002,3,1.78,3.36,37.8,continental humide ete sec,IL-2002-3
3778,IL-2002,4,2.09,5.11,53.5,continental humide ete sec,IL-2002-4
4954,IL-2002,5,3.22,7.34,59.1,continental humide ete sec,IL-2002-5
6130,IL-2002,6,-0.1,4.02,73.9,continental humide ete sec,IL-2002-6
7306,IL-2002,7,-0.62,2.6,78.2,continental humide ete sec,IL-2002-7
8482,IL-2002,8,-0.42,4.19,75.0,continental humide ete sec,IL-2002-8
9658,IL-2002,9,-1.05,2.11,69.3,continental humide ete sec,IL-2002-9
10834,IL-2002,10,-0.87,3.07,52.1,continental humide ete sec,IL-2002-10
12010,IL-2002,11,-1.61,1.04,39.6,continental humide ete sec,IL-2002-11
13186,IL-2002,12,-1.89,2.17,32.2,continental humide ete sec,IL-2002-12
251,IL-2003,1,-2.4,0.65,22.8,continental humide ete sec,IL-2003-1
1427,IL-2003,2,-2.3,1.83,26.4,continental humide ete sec,IL-2003-2
2603,IL-2003,3,-2.59,1.98,41.6,continental humide ete sec,IL-2003-3
3779,IL-2003,4,-2.6,3.18,53.5,continental humide ete sec,IL-2003-4
4955,IL-2003,5,0.58,5.5,61.1,continental humide ete sec,IL-2003-5
6131,IL-2003,6,0.62,3.79,67.9,continental humide ete sec,IL-2003-6
7307,IL-2003,7,1.21,5.0,74.8,continental humide ete sec,IL-2003-7
8483,IL-2003,8,0.81,2.55,75.3,continental humide ete sec,IL-2003-8
9659,IL-2003,9,1.24,4.25,64.1,continental humide ete sec,IL-2003-9
10835,IL-2003,10,0.93,1.98,54.5,continental humide ete sec,IL-2003-10
12011,IL-2003,11,1.48,4.51,44.8,continental humide ete sec,IL-2003-11
13187,IL-2003,12,1.63,2.56,33.8,continental humide ete sec,IL-2003-12
252,IL-2004,1,1.57,1.98,24.7,continental humide ete sec,IL-2004-1
1428,IL-2004,2,-0.45,0.76,30.0,continental humide ete sec,IL-2004-2
2604,IL-2004,3,-0.13,4.14,45.4,continental humide ete sec,IL-2004-3
3780,IL-2004,4,-0.97,1.8,54.1,continental humide ete sec,IL-2004-4
4956,IL-2004,5,0.79,6.83,65.7,continental humide ete sec,IL-2004-5
6132,IL-2004,6,0.47,3.17,70.0,continental humide ete sec,IL-2004-6
7308,IL-2004,7,0.74,4.13,72.8,continental humide ete sec,IL-2004-7
8484,IL-2004,8,1.66,5.08,68.6,continental humide ete sec,IL-2004-8
9660,IL-2004,9,0.57,0.68,67.7,continental humide ete sec,IL-2004-9
10836,IL-2004,10,1.3,4.84,55.4,continental humide ete sec,IL-2004-10
12012,IL-2004,11,2.08,4.76,45.6,continental humide ete sec,IL-2004-11
13188,IL-2004,12,1.89,1.8,31.0,continental humide ete sec,IL-2004-12
253,IL-2005,1,3.24,5.34,29.2,continental humide ete sec,IL-2005-1
1429,IL-2005,2,0.02,1.88,36.1,continental humide ete sec,IL-2005-2
2605,IL-2005,3,-0.62,1.56,39.0,continental humide ete sec,IL-2005-3
3781,IL-2005,4,-1.16,2.57,55.4,continental humide ete sec,IL-2005-4
4957,IL-2005,5,-1.82,1.74,60.9,continental humide ete sec,IL-2005-5
6133,IL-2005,6,-2.72,1.87,75.0,continental humide ete sec,IL-2005-6
7309,IL-2005,7,-2.94,3.23,76.3,continental humide ete sec,IL-2005-7
8485,IL-2005,8,-2.9,3.68,75.6,continental humide ete sec,IL-2005-8
9661,IL-2005,9,-2.87,3.63,70.7,continental humide ete sec,IL-2005-9
10837,IL-2005,10,-3.43,1.26,55.7,continental humide ete sec,IL-2005-10
12013,IL-2005,11,-3.47,3.51,44.5,continental humide ete sec,IL-2005-11
13189,IL-2005,12,-4.02,1.16,26.0,continental humide ete sec,IL-2005-12
254,IL-2006,1,-3.71,2.74,38.1,continental humide ete sec,IL-2006-1
1430,IL-2006,2,-3.88,0.88,30.9,continental humide ete sec,IL-2006-2
2606,IL-2006,3,0.62,4.58,41.8,continental humide ete sec,IL-2006-3
3782,IL-2006,4,-0.21,3.79,57.0,continental humide ete sec,IL-2006-4
4958,IL-2006,5,-0.37,3.58,62.3,continental humide ete sec,IL-2006-5
6134,IL-2006,6,-0.71,2.98,71.4,continental humide ete sec,IL-2006-6
7310,IL-2006,7,0.08,4.09,77.1,continental humide ete sec,IL-2006-7
8486,IL-2006,8,0.26,4.05,74.7,continental humide ete sec,IL-2006-8
9662,IL-2006,9,0.39,3.43,63.7,continental humide ete sec,IL-2006-9
10838,IL-2006,10,0.89,3.8,51.3,continental humide ete sec,IL-2006-10
12014,IL-2006,11,1.13,3.32,44.4,continental humide ete sec,IL-2006-11
13190,IL-2006,12,1.62,3.4,35.3,continental humide ete sec,IL-2006-12
255,IL-2007,1,1.97,2.93,30.3,continental humide ete sec,IL-2007-1
1431,IL-2007,2,2.07,2.31,21.7,continental humide ete sec,IL-2007-2
2607,IL-2007,3,-0.26,3.21,48.0,continental humide ete sec,IL-2007-3
3783,IL-2007,4,-0.21,3.52,50.2,continental humide ete sec,IL-2007-4
4959,IL-2007,5,-1.13,2.24,67.6,continental humide ete sec,IL-2007-5
6135,IL-2007,6,-1.14,4.13,72.7,continental humide ete sec,IL-2007-6
7311,IL-2007,7,-1.18,3.31,73.3,continental humide ete sec,IL-2007-7
8487,IL-2007,8,-0.99,4.36,78.2,continental humide ete sec,IL-2007-8
9663,IL-2007,9,-1.8,1.59,69.8,continental humide ete sec,IL-2007-9
10839,IL-2007,10,-1.72,3.5,59.9,continental humide ete sec,IL-2007-10
12015,IL-2007,11,-2.29,1.72,42.2,continental humide ete sec,IL-2007-11
13191,IL-2007,12,0.18,3.87,30.2,continental humide ete sec,IL-2007-12
256,IL-2008,1,0.41,2.43,26.9,continental humide ete sec,IL-2008-1
1432,IL-2008,2,1.7,4.4,26.0,continental humide ete sec,IL-2008-2
2608,IL-2008,3,2.23,4.53,39.0,continental humide ete sec,IL-2008-3
3784,IL-2008,4,2.29,4.34,51.4,continental humide ete sec,IL-2008-4
4960,IL-2008,5,2.68,5.36,59.0,continental humide ete sec,IL-2008-5
6136,IL-2008,6,2.92,5.49,73.2,continental humide ete sec,IL-2008-6
7312,IL-2008,7,3.66,5.91,74.5,continental humide ete sec,IL-2008-7
8488,IL-2008,8,2.95,1.93,71.8,continental humide ete sec,IL-2008-8
9664,IL-2008,9,4.47,7.62,67.1,continental humide ete sec,IL-2008-9
10840,IL-2008,10,4.25,2.42,54.2,continental humide ete sec,IL-2008-10
12016,IL-2008,11,3.83,1.49,41.1,continental humide ete sec,IL-2008-11
13192,IL-2008,12,4.43,4.25,26.8,continental humide ete sec,IL-2008-12
257,IL-2009,1,3.66,1.01,20.6,continental humide ete sec,IL-2009-1
1433,IL-2009,2,3.65,2.43,32.5,continental humide ete sec,IL-2009-2
2609,IL-2009,3,3.59,4.05,43.6,continental humide ete sec,IL-2009-3
3785,IL-2009,4,4.22,6.16,51.4,continental humide ete sec,IL-2009-4
4961,IL-2009,5,4.34,5.65,62.8,continental humide ete sec,IL-2009-5
6137,IL-2009,6,4.28,5.12,72.7,continental humide ete sec,IL-2009-6
7313,IL-2009,7,4.52,4.59,70.3,continental humide ete sec,IL-2009-7
8489,IL-2009,8,4.95,4.72,70.9,continental humide ete sec,IL-2009-8
9665,IL-2009,9,4.34,2.28,65.9,continental humide ete sec,IL-2009-9
10841,IL-2009,10,6.52,8.49,50.1,continental humide ete sec,IL-2009-10
12017,IL-2009,11,6.07,2.48,47.2,continental humide ete sec,IL-2009-11
13193,IL-2009,12,6.33,3.98,29.1,continental humide ete sec,IL-2009-12
258,IL-2010,1,5.55,1.44,21.5,continental humide ete sec,IL-2010-1
1434,IL-2010,2,4.91,1.53,25.7,continental humide ete sec,IL-2010-2
2610,IL-2010,3,4.12,2.74,43.8,continental humide ete sec,IL-2010-3
3786,IL-2010,4,3.23,3.36,58.7,continental humide ete sec,IL-2010-4
4962,IL-2010,5,3.28,5.4,64.3,continental humide ete sec,IL-2010-5
6138,IL-2010,6,4.24,7.71,74.9,continental humide ete sec,IL-2010-6
7314,IL-2010,7,4.49,5.35,77.6,continental humide ete sec,IL-2010-7
8490,IL-2010,8,4.0,3.18,76.8,continental humide ete sec,IL-2010-8
9666,IL-2010,9,3.82,3.73,67.2,continental humide ete sec,IL-2010-9
10842,IL-2010,10,2.89,1.32,56.5,continental humide ete sec,IL-2010-10
12018,IL-2010,11,2.61,3.15,43.7,continental humide ete sec,IL-2010-11
13194,IL-2010,12,2.16,1.77,24.0,continental humide ete sec,IL-2010-12
259,IL-2011,1,1.71,1.19,22.7,continental humide ete sec,IL-2011-1
1435,IL-2011,2,2.3,3.24,30.2,continental humide ete sec,IL-2011-2
2611,IL-2011,3,1.87,2.72,41.6,continental humide ete sec,IL-2011-3
3787,IL-2011,4,3.18,7.62,53.1,continental humide ete sec,IL-2011-4
4963,IL-2011,5,3.3,5.28,62.1,continental humide ete sec,IL-2011-5
6139,IL-2011,6,3.96,6.69,72.9,continental humide ete sec,IL-2011-6
7315,IL-2011,7,-0.13,3.61,79.9,continental humide ete sec,IL-2011-7
8491,IL-2011,8,-0.8,1.87,74.8,continental humide ete sec,IL-2011-8
9667,IL-2011,9,-0.57,3.56,63.6,continental humide ete sec,IL-2011-9
10843,IL-2011,10,-0.96,1.8,55.2,continental humide ete sec,IL-2011-10
12019,IL-2011,11,0.52,5.17,45.8,continental humide ete sec,IL-2011-11
13195,IL-2011,12,0.92,3.35,35.9,continental humide ete sec,IL-2011-12
260,IL-2012,1,0.89,1.89,31.9,continental humide ete sec,IL-2012-1
1436,IL-2012,2,-0.17,1.48,35.8,continental humide ete sec,IL-2012-2
2612,IL-2012,3,-1.29,2.08,55.5,continental humide ete sec,IL-2012-3
3788,IL-2012,4,-1.51,3.13,54.6,continental humide ete sec,IL-2012-4
4964,IL-2012,5,-2.24,2.47,68.1,continental humide ete sec,IL-2012-5
6140,IL-2012,6,-3.06,1.73,72.6,continental humide ete sec,IL-2012-6
7316,IL-2012,7,-4.36,1.4,81.8,continental humide ete sec,IL-2012-7
8492,IL-2012,8,-4.28,3.5,73.6,continental humide ete sec,IL-2012-8
9668,IL-2012,9,-3.37,5.04,64.9,continental humide ete sec,IL-2012-9
10844,IL-2012,10,-2.62,3.93,52.5,continental humide ete sec,IL-2012-10
12020,IL-2012,11,-3.07,1.21,41.2,continental humide ete sec,IL-2012-11
13196,IL-2012,12,-3.15,2.25,36.8,continental humide ete sec,IL-2012-12
261,IL-2013,1,0.72,3.81,29.2,continental humide ete sec,IL-2013-1
1437,IL-2013,2,1.12,2.65,29.9,continental humide ete sec,IL-2013-2
2613,IL-2013,3,1.0,2.61,34.3,continental humide ete sec,IL-2013-3
3789,IL-2013,4,2.26,6.93,50.2,continental humide ete sec,IL-2013-4
4965,IL-2013,5,2.86,6.57,63.9,continental humide ete sec,IL-2013-5
6141,IL-2013,6,3.1,5.33,71.5,continental humide ete sec,IL-2013-6
7317,IL-2013,7,-0.02,3.16,73.1,continental humide ete sec,IL-2013-7
8493,IL-2013,8,-0.74,1.44,72.8,continental humide ete sec,IL-2013-8
9669,IL-2013,9,-1.44,1.69,68.6,continental humide ete sec,IL-2013-9
10845,IL-2013,10,-1.2,3.33,54.5,continental humide ete sec,IL-2013-10
12021,IL-2013,11,-1.31,2.49,38.8,continental humide ete sec,IL-2013-11
13197,IL-2013,12,-1.25,2.48,26.2,continental humide ete sec,IL-2013-12
262,IL-2014,1,-1.12,1.72,19.3,continental humide ete sec,IL-2014-1
1438,IL-2014,2,-0.74,2.22,19.4,continental humide ete sec,IL-2014-2
2614,IL-2014,3,-1.19,1.46,34.4,continental humide ete sec,IL-2014-3
3790,IL-2014,4,0.56,5.15,52.4,continental humide ete sec,IL-2014-4
4966,IL-2014,5,0.15,3.29,63.7,continental humide ete sec,IL-2014-5
6142,IL-2014,6,1.13,6.77,73.0,continental humide ete sec,IL-2014-6
7318,IL-2014,7,1.17,3.29,70.3,continental humide ete sec,IL-2014-7
8494,IL-2014,8,1.96,5.19,73.8,continental humide ete sec,IL-2014-8
9670,IL-2014,9,2.36,4.11,64.7,continental humide ete sec,IL-2014-9
10846,IL-2014,10,3.04,4.33,54.3,continental humide ete sec,IL-2014-10
12022,IL-2014,11,3.04,1.86,34.6,continental humide ete sec,IL-2014-11
13198,IL-2014,12,2.77,1.9,33.9,continental humide ete sec,IL-2014-12
263,IL-2015,1,2.39,1.5,25.7,continental humide ete sec,IL-2015-1
1439,IL-2015,2,2.02,1.43,19.4,continental humide ete sec,IL-2015-2
2615,IL-2015,3,1.57,2.35,38.3,continental humide ete sec,IL-2015-3
3791,IL-2015,4,1.19,3.41,54.3,continental humide ete sec,IL-2015-4
4967,IL-2015,5,1.41,5.39,64.9,continental humide ete sec,IL-2015-5
6143,IL-2015,6,3.4,9.44,71.7,continental humide ete sec,IL-2015-6
7319,IL-2015,7,3.83,5.21,74.2,continental humide ete sec,IL-2015-7
8495,IL-2015,8,3.55,3.02,71.9,continental humide ete sec,IL-2015-8
9671,IL-2015,9,3.24,3.42,70.4,continental humide ete sec,IL-2015-9
10847,IL-2015,10,2.47,1.44,56.0,continental humide ete sec,IL-2015-10
12023,IL-2015,11,3.14,5.52,46.6,continental humide ete sec,IL-2015-11
13199,IL-2015,12,4.57,6.67,41.1,continental humide ete sec,IL-2015-12
264,IN-1992,1,-2.07,1.54,30.4,continental humide ete sec,IN-1992-1
1440,IN-1992,2,-2.37,1.24,37.0,continental humide ete sec,IN-1992-2
2616,IN-1992,3,-2.32,3.15,41.1,continental humide ete sec,IN-1992-3
3792,IN-1992,4,-2.19,3.42,50.3,continental humide ete sec,IN-1992-4
4968,IN-1992,5,-2.49,2.46,59.6,continental humide ete sec,IN-1992-5
6144,IN-1992,6,-2.52,2.87,66.6,continental humide ete sec,IN-1992-6
7320,IN-1992,7,2.05,8.55,72.5,continental humide ete sec,IN-1992-7
8496,IN-1992,8,2.04,2.97,67.9,continental humide ete sec,IN-1992-8
9672,IN-1992,9,2.77,4.62,63.7,continental humide ete sec,IN-1992-9
10848,IN-1992,10,2.56,1.68,52.2,continental humide ete sec,IN-1992-10
12024,IN-1992,11,3.83,5.8,42.1,continental humide ete sec,IN-1992-11
13200,IN-1992,12,3.3,2.04,32.0,continental humide ete sec,IN-1992-12
265,IN-1993,1,3.49,3.81,30.3,continental humide ete sec,IN-1993-1
1441,IN-1993,2,3.08,2.02,26.4,continental humide ete sec,IN-1993-2
2617,IN-1993,3,2.56,2.8,37.0,continental humide ete sec,IN-1993-3
3793,IN-1993,4,2.77,4.74,49.2,continental humide ete sec,IN-1993-4
4969,IN-1993,5,2.23,3.55,62.2,continental humide ete sec,IN-1993-5
6145,IN-1993,6,2.8,5.8,69.4,continental humide ete sec,IN-1993-6
7321,IN-1993,7,2.72,4.37,76.2,continental humide ete sec,IN-1993-7
8497,IN-1993,8,2.97,4.39,73.7,continental humide ete sec,IN-1993-8
9673,IN-1993,9,4.31,6.24,61.5,continental humide ete sec,IN-1993-9
10849,IN-1993,10,4.65,3.32,51.1,continental humide ete sec,IN-1993-10
12025,IN-1993,11,5.6,5.43,41.0,continental humide ete sec,IN-1993-11
13201,IN-1993,12,-0.1,2.12,31.3,continental humide ete sec,IN-1993-12
266,IN-1994,1,0.11,2.67,20.2,continental humide ete sec,IN-1994-1
1442,IN-1994,2,-0.34,1.4,27.9,continental humide ete sec,IN-1994-2
2618,IN-1994,3,-1.2,1.37,39.6,continental humide ete sec,IN-1994-3
3794,IN-1994,4,-0.4,5.7,52.8,continental humide ete sec,IN-1994-4
4970,IN-1994,5,-0.74,2.68,58.4,continental humide ete sec,IN-1994-5
6146,IN-1994,6,-0.72,4.18,72.8,continental humide ete sec,IN-1994-6
7322,IN-1994,7,-0.8,3.37,73.4,continental humide ete sec,IN-1994-7
8498,IN-1994,8,-0.58,3.46,69.5,continental humide ete sec,IN-1994-8
9674,IN-1994,9,-0.78,2.38,64.3,continental humide ete sec,IN-1994-9
10850,IN-1994,10,-1.38,1.4,55.1,continental humide ete sec,IN-1994-10
12026,IN-1994,11,-1.2,4.51,46.9,continental humide ete sec,IN-1994-11
13202,IN-1994,12,-1.32,2.44,37.0,continental humide ete sec,IN-1994-12
267,IN-1995,1,-1.0,2.86,28.1,continental humide ete sec,IN-1995-1
1443,IN-1995,2,-1.33,1.18,29.3,continental humide ete sec,IN-1995-2
2619,IN-1995,3,-1.73,2.57,43.4,continental humide ete sec,IN-1995-3
3795,IN-1995,4,0.32,4.51,50.4,continental humide ete sec,IN-1995-4
4971,IN-1995,5,1.49,7.26,60.1,continental humide ete sec,IN-1995-5
6147,IN-1995,6,-0.06,3.98,71.6,continental humide ete sec,IN-1995-6
7323,IN-1995,7,-0.49,2.83,75.2,continental humide ete sec,IN-1995-7
8499,IN-1995,8,-0.4,4.3,77.9,continental humide ete sec,IN-1995-8
9675,IN-1995,9,-1.2,1.07,63.2,continental humide ete sec,IN-1995-9
10851,IN-1995,10,-1.24,2.99,55.1,continental humide ete sec,IN-1995-10
12027,IN-1995,11,-1.46,2.69,36.3,continental humide ete sec,IN-1995-11
13203,IN-1995,12,-1.74,2.02,27.3,continental humide ete sec,IN-1995-12
268,IN-1996,1,-1.32,3.12,25.2,continental humide ete sec,IN-1996-1
1444,IN-1996,2,-1.61,1.2,30.4,continental humide ete sec,IN-1996-2
2620,IN-1996,3,-1.65,2.58,34.1,continental humide ete sec,IN-1996-3
3796,IN-1996,4,1.28,6.64,48.1,continental humide ete sec,IN-1996-4
4972,IN-1996,5,2.46,7.65,60.8,continental humide ete sec,IN-1996-5
6148,IN-1996,6,2.63,5.03,70.8,continental humide ete sec,IN-1996-6
7324,IN-1996,7,3.09,5.08,71.5,continental humide ete sec,IN-1996-7
8500,IN-1996,8,2.12,1.62,72.7,continental humide ete sec,IN-1996-8
9676,IN-1996,9,2.81,4.94,63.9,continental humide ete sec,IN-1996-9
10852,IN-1996,10,2.55,2.22,54.4,continental humide ete sec,IN-1996-10
12028,IN-1996,11,3.11,4.14,35.7,continental humide ete sec,IN-1996-11
13204,IN-1996,12,3.2,3.45,33.0,continental humide ete sec,IN-1996-12
269,IN-1997,1,3.11,3.04,23.1,continental humide ete sec,IN-1997-1
1445,IN-1997,2,3.26,3.28,34.7,continental humide ete sec,IN-1997-2
2621,IN-1997,3,3.4,4.81,42.3,continental humide ete sec,IN-1997-3
3797,IN-1997,4,2.55,2.07,46.9,continental humide ete sec,IN-1997-4
4973,IN-1997,5,3.11,5.71,56.2,continental humide ete sec,IN-1997-5
6149,IN-1997,6,3.49,5.5,69.2,continental humide ete sec,IN-1997-6
7325,IN-1997,7,2.84,2.95,73.8,continental humide ete sec,IN-1997-7
8501,IN-1997,8,2.98,3.96,69.8,continental humide ete sec,IN-1997-8
9677,IN-1997,9,-0.25,2.26,64.8,continental humide ete sec,IN-1997-9
10853,IN-1997,10,-0.66,1.61,53.6,continental humide ete sec,IN-1997-10
12029,IN-1997,11,-0.86,2.61,38.6,continental humide ete sec,IN-1997-11
13205,IN-1997,12,-1.14,2.0,33.0,continental humide ete sec,IN-1997-12
270,IN-1998,1,-0.82,3.04,34.8,continental humide ete sec,IN-1998-1
1446,IN-1998,2,-1.05,1.82,39.4,continental humide ete sec,IN-1998-2
2622,IN-1998,3,0.27,4.24,41.3,continental humide ete sec,IN-1998-3
3798,IN-1998,4,1.09,6.06,52.4,continental humide ete sec,IN-1998-4
4974,IN-1998,5,0.88,4.59,66.4,continental humide ete sec,IN-1998-5
6150,IN-1998,6,2.31,7.74,71.1,continental humide ete sec,IN-1998-6
7326,IN-1998,7,2.65,4.96,73.6,continental humide ete sec,IN-1998-7
8502,IN-1998,8,2.6,3.58,73.7,continental humide ete sec,IN-1998-8
9678,IN-1998,9,-0.91,1.06,69.6,continental humide ete sec,IN-1998-9
10854,IN-1998,10,-0.63,3.55,55.8,continental humide ete sec,IN-1998-10
12030,IN-1998,11,-1.0,2.2,44.9,continental humide ete sec,IN-1998-11
13206,IN-1998,12,-1.31,2.04,36.4,continental humide ete sec,IN-1998-12
271,IN-1999,1,0.95,4.92,27.0,continental humide ete sec,IN-1999-1
1447,IN-1999,2,1.33,3.41,36.4,continental humide ete sec,IN-1999-2
2623,IN-1999,3,-0.53,2.0,36.7,continental humide ete sec,IN-1999-3
3799,IN-1999,4,-0.16,4.9,53.6,continental humide ete sec,IN-1999-4
4975,IN-1999,5,-0.62,3.12,63.6,continental humide ete sec,IN-1999-5
6151,IN-1999,6,-0.6,4.13,72.0,continental humide ete sec,IN-1999-6
7327,IN-1999,7,-1.23,2.7,77.9,continental humide ete sec,IN-1999-7
8503,IN-1999,8,-1.75,2.24,71.2,continental humide ete sec,IN-1999-8
9679,IN-1999,9,-2.48,1.36,65.6,continental humide ete sec,IN-1999-9
10855,IN-1999,10,-2.84,2.02,53.7,continental humide ete sec,IN-1999-10
12031,IN-1999,11,-4.14,1.06,47.8,continental humide ete sec,IN-1999-11
13207,IN-1999,12,-4.25,3.18,33.0,continental humide ete sec,IN-1999-12
272,IN-2000,1,-4.14,2.54,26.6,continental humide ete sec,IN-2000-1
1448,IN-2000,2,-3.41,3.46,36.7,continental humide ete sec,IN-2000-2
2624,IN-2000,3,-3.83,2.2,45.4,continental humide ete sec,IN-2000-3
3800,IN-2000,4,-3.63,3.23,50.4,continental humide ete sec,IN-2000-4
4976,IN-2000,5,0.0,4.53,64.2,continental humide ete sec,IN-2000-5
6152,IN-2000,6,0.93,6.21,70.4,continental humide ete sec,IN-2000-6
7328,IN-2000,7,1.04,3.89,71.8,continental humide ete sec,IN-2000-7
8504,IN-2000,8,1.57,4.41,72.0,continental humide ete sec,IN-2000-8
9680,IN-2000,9,2.27,4.61,64.4,continental humide ete sec,IN-2000-9
10856,IN-2000,10,2.12,2.33,57.2,continental humide ete sec,IN-2000-10
12032,IN-2000,11,2.34,2.98,40.3,continental humide ete sec,IN-2000-11
13208,IN-2000,12,2.34,3.01,19.2,continental humide ete sec,IN-2000-12
273,IN-2001,1,-0.51,1.02,26.9,continental humide ete sec,IN-2001-1
1449,IN-2001,2,-0.16,2.86,33.5,continental humide ete sec,IN-2001-2
2625,IN-2001,3,-1.13,0.97,37.2,continental humide ete sec,IN-2001-3
3801,IN-2001,4,-1.71,2.75,56.5,continental humide ete sec,IN-2001-4
4977,IN-2001,5,-1.6,4.32,64.0,continental humide ete sec,IN-2001-5
6153,IN-2001,6,0.12,4.09,69.1,continental humide ete sec,IN-2001-6
7329,IN-2001,7,0.89,5.46,73.7,continental humide ete sec,IN-2001-7
8505,IN-2001,8,1.21,4.02,73.8,continental humide ete sec,IN-2001-8
9681,IN-2001,9,1.61,3.76,63.6,continental humide ete sec,IN-2001-9
10857,IN-2001,10,3.78,7.75,53.7,continental humide ete sec,IN-2001-10
12033,IN-2001,11,3.78,3.34,49.0,continental humide ete sec,IN-2001-11
13209,IN-2001,12,3.79,3.62,36.9,continental humide ete sec,IN-2001-12
274,IN-2002,1,3.32,2.24,34.1,continental humide ete sec,IN-2002-1
1450,IN-2002,2,3.0,2.32,35.2,continental humide ete sec,IN-2002-2
2626,IN-2002,3,3.13,4.38,38.3,continental humide ete sec,IN-2002-3
3802,IN-2002,4,3.41,5.59,53.5,continental humide ete sec,IN-2002-4
4978,IN-2002,5,4.28,7.09,58.4,continental humide ete sec,IN-2002-5
6154,IN-2002,6,-0.41,3.28,72.9,continental humide ete sec,IN-2002-6
7330,IN-2002,7,-1.07,2.64,77.0,continental humide ete sec,IN-2002-7
8506,IN-2002,8,-1.54,2.82,74.8,continental humide ete sec,IN-2002-8
9682,IN-2002,9,-1.45,3.75,69.2,continental humide ete sec,IN-2002-9
10858,IN-2002,10,-1.44,2.87,52.4,continental humide ete sec,IN-2002-10
12034,IN-2002,11,-1.88,2.35,39.9,continental humide ete sec,IN-2002-11
13210,IN-2002,12,-1.88,2.86,31.7,continental humide ete sec,IN-2002-12
275,IN-2003,1,-2.06,1.42,21.6,continental humide ete sec,IN-2003-1
1451,IN-2003,2,-1.58,2.74,25.7,continental humide ete sec,IN-2003-2
2627,IN-2003,3,-2.08,2.16,42.1,continental humide ete sec,IN-2003-3
3803,IN-2003,4,-2.29,3.0,53.2,continental humide ete sec,IN-2003-4
4979,IN-2003,5,0.93,6.56,60.5,continental humide ete sec,IN-2003-5
6155,IN-2003,6,0.72,3.26,67.1,continental humide ete sec,IN-2003-6
7331,IN-2003,7,2.59,8.18,73.0,continental humide ete sec,IN-2003-7
8507,IN-2003,8,2.54,3.54,73.8,continental humide ete sec,IN-2003-8
9683,IN-2003,9,3.88,6.2,63.4,continental humide ete sec,IN-2003-9
10859,IN-2003,10,3.82,2.4,52.9,continental humide ete sec,IN-2003-10
12035,IN-2003,11,4.26,4.26,46.0,continental humide ete sec,IN-2003-11
13211,IN-2003,12,3.92,2.68,33.5,continental humide ete sec,IN-2003-12
276,IN-2004,1,3.93,3.48,24.5,continental humide ete sec,IN-2004-1
1452,IN-2004,2,2.93,0.83,29.9,continental humide ete sec,IN-2004-2
2628,IN-2004,3,2.44,3.46,44.3,continental humide ete sec,IN-2004-3
3804,IN-2004,4,1.29,1.83,53.3,continental humide ete sec,IN-2004-4
4980,IN-2004,5,1.99,7.17,65.9,continental humide ete sec,IN-2004-5
6156,IN-2004,6,2.02,4.43,69.5,continental humide ete sec,IN-2004-6
7332,IN-2004,7,2.56,5.19,72.0,continental humide ete sec,IN-2004-7
8508,IN-2004,8,3.34,4.85,68.6,continental humide ete sec,IN-2004-8
9684,IN-2004,9,2.19,0.72,67.1,continental humide ete sec,IN-2004-9
10860,IN-2004,10,2.62,4.14,54.8,continental humide ete sec,IN-2004-10
12036,IN-2004,11,3.25,4.73,45.9,continental humide ete sec,IN-2004-11
13212,IN-2004,12,2.98,2.57,30.8,continental humide ete sec,IN-2004-12
277,IN-2005,1,4.45,7.11,29.9,continental humide ete sec,IN-2005-1
1453,IN-2005,2,0.0,2.25,34.8,continental humide ete sec,IN-2005-2
2629,IN-2005,3,-0.5,2.12,37.3,continental humide ete sec,IN-2005-3
3805,IN-2005,4,-0.9,3.04,54.0,continental humide ete sec,IN-2005-4
4981,IN-2005,5,-1.27,2.57,59.2,continental humide ete sec,IN-2005-5
6157,IN-2005,6,-1.63,3.21,73.4,continental humide ete sec,IN-2005-6
7333,IN-2005,7,-1.35,4.43,75.0,continental humide ete sec,IN-2005-7
8509,IN-2005,8,-0.78,4.76,74.9,continental humide ete sec,IN-2005-8
9685,IN-2005,9,-0.45,4.1,69.2,continental humide ete sec,IN-2005-9
10861,IN-2005,10,-1.08,1.24,55.2,continental humide ete sec,IN-2005-10
12037,IN-2005,11,-1.02,3.91,44.6,continental humide ete sec,IN-2005-11
13213,IN-2005,12,-1.17,2.15,26.7,continental humide ete sec,IN-2005-12
